study,year,location,state,elevation,region,inc_check,fungicide2,design_inc,mean_inc,mean_inc_qmr,mean_inc_sd
40,2013/2014,Chapadão do Sul,MS,813,Northern,16.25,TIOF-4,1,6.25,40.8386752,2.5
41,2013/2014,Montividiu,GO,921,Northern,15,AACHECK-0,1,15,10.534188,7.393691004
41,2013/2014,Montividiu,GO,921,Northern,15,CARB+PROCY-2,1,2.5,10.534188,2.081665999
41,2013/2014,Montividiu,GO,921,Northern,15,DIMO+BOSC-2,1,1.5,10.534188,1.290994449
41,2013/2014,Montividiu,GO,921,Northern,15,FLUO-2,1,3.5,10.534188,1.914854216
41,2013/2014,Montividiu,GO,921,Northern,15,FLUZ-2,1,1,10.534188,1.154700538
41,2013/2014,Montividiu,GO,921,Northern,15,PROCY-2,1,2.25,10.534188,2.061552813
41,2013/2014,Montividiu,GO,921,Northern,15,TIOF-4,1,6.25,10.534188,6.701989754
42,2013/2014,Mauá da Serra,PR,909,Southern,33.25,AACHECK-0,1,33.25,25.1001603,12.42477364
42,2013/2014,Mauá da Serra,PR,909,Southern,33.25,CARB+PROCY-2,1,0.5,25.1001603,0.6846531969
42,2013/2014,Mauá da Serra,PR,909,Southern,33.25,DIMO+BOSC-2,1,1,25.1001603,1.629800601
42,2013/2014,Mauá da Serra,PR,909,Southern,33.25,FLUO-2,1,0.75,25.1001603,1.118033989
42,2013/2014,Mauá da Serra,PR,909,Southern,33.25,FLUZ-2,1,2.5,25.1001603,2.338535867
42,2013/2014,Mauá da Serra,PR,909,Southern,33.25,PROCY-2,1,1.25,25.1001603,1.767766953
42,2013/2014,Mauá da Serra,PR,909,Southern,33.25,TIOF-4,1,6,25.1001603,4.71036092
43,2013/2014,Ponta Grossa,PR,1021,Southern,41.25,AACHECK-0,1,41.25,80.7041266,24.30277762
43,2013/2014,Ponta Grossa,PR,1021,Southern,41.25,CARB+PROCY-2,1,4.06,80.7041266,1.196783885
43,2013/2014,Ponta Grossa,PR,1021,Southern,41.25,DIMO+BOSC-2,1,11.88,80.7041266,0.7216878365
43,2013/2014,Ponta Grossa,PR,1021,Southern,41.25,FLUO-2,1,15.63,80.7041266,7.180703308
43,2013/2014,Ponta Grossa,PR,1021,Southern,41.25,FLUZ-2,1,11.25,80.7041266,3.679900361
43,2013/2014,Ponta Grossa,PR,1021,Southern,41.25,PROCY-2,1,8.44,80.7041266,3.125
43,2013/2014,Ponta Grossa,PR,1021,Southern,41.25,TIOF-4,1,33.44,80.7041266,13.0453935
44,2013/2014,Ponta Grossa,PR,1021,Southern,10.5,AACHECK-0,1,10.5,1.5480769,2.645751311
44,2013/2014,Ponta Grossa,PR,1021,Southern,10.5,CARB+PROCY-2,1,0.5,1.5480769,1
44,2013/2014,Ponta Grossa,PR,1021,Southern,10.5,DIMO+BOSC-2,1,1.5,1.5480769,1
44,2013/2014,Ponta Grossa,PR,1021,Southern,10.5,FLUO-2,1,2.25,1.5480769,0.9574271078
44,2013/2014,Ponta Grossa,PR,1021,Southern,10.5,FLUZ-2,1,3.5,1.5480769,1.290994449
44,2013/2014,Ponta Grossa,PR,1021,Southern,10.5,PROCY-2,1,2.75,1.5480769,1.258305739
44,2013/2014,Ponta Grossa,PR,1021,Southern,10.5,TIOF-4,1,2.5,1.5480769,0.5773502692
45,2014/2015,Rio Verde,GO,921,Northern,27.25,AACHECK-0,1,27.25,44.0852597,1.190238071
45,2014/2015,Rio Verde,GO,921,Northern,27.25,CARB+PROCY-2,1,6.25,44.0852597,2.783882181
45,2014/2015,Rio Verde,GO,921,Northern,27.25,DIMO+BOSC-2,1,3.63,44.0852597,0.75
45,2014/2015,Rio Verde,GO,921,Northern,27.25,FLUO-2,1,5.88,44.0852597,3.497022543
45,2014/2015,Rio Verde,GO,921,Northern,27.25,FLUZ-2,1,5.5,44.0852597,0.7071067812
45,2014/2015,Rio Verde,GO,921,Northern,27.25,PROCY-2,1,13.88,44.0852597,7.900045208
45,2014/2015,Rio Verde,GO,921,Northern,27.25,TIOF-4,1,13.38,44.0852597,9.986449152
46,2014/2015,Ponta Grossa,PR,1021,Southern,26.88,AACHECK-0,1,26.88,39.2912946,14.45178766
46,2014/2015,Ponta Grossa,PR,1021,Southern,26.88,CARB+PROCY-2,1,4.38,39.2912946,2.975595179
46,2014/2015,Ponta Grossa,PR,1021,Southern,26.88,DIMO+BOSC-2,1,4.06,39.2912946,2.771694728
46,2014/2015,Ponta Grossa,PR,1021,Southern,26.88,FLUO-2,1,5.94,39.2912946,3.28744455
46,2014/2015,Ponta Grossa,PR,1021,Southern,26.88,FLUZ-2,1,6.25,39.2912946,7.5
46,2014/2015,Ponta Grossa,PR,1021,Southern,26.88,PROCY-2,1,11.72,39.2912946,5.041678965
46,2014/2015,Ponta Grossa,PR,1021,Southern,26.88,TIOF-4,1,19.38,39.2912946,10.48312135
47,2014/2015,Montividiu,GO,921,Northern,4.06,AACHECK-0,1,4.06,44.0852597,3.28744455
47,2014/2015,Montividiu,GO,921,Northern,4.06,CARB+PROCY-2,1,1.25,44.0852597,1.020620726
47,2014/2015,Montividiu,GO,921,Northern,4.06,DIMO+BOSC-2,1,1.56,44.0852597,0.625
47,2014/2015,Montividiu,GO,921,Northern,4.06,FLUO-2,1,1.56,44.0852597,0.625
47,2014/2015,Montividiu,GO,921,Northern,4.06,FLUZ-2,1,0.63,44.0852597,0.7216878365
47,2014/2015,Montividiu,GO,921,Northern,4.06,PROCY-2,1,1.09,44.0852597,1.0431537
47,2014/2015,Montividiu,GO,921,Northern,4.06,TIOF-4,1,2.81,44.0852597,1.196783885
48,2014/2015,Mauá da Serra,PR,909,Southern,10.75,AACHECK-0,1,10.75,4.1469595,2.091650066
48,2014/2015,Mauá da Serra,PR,909,Southern,10.75,CARB+PROCY-2,1,0.75,4.1469595,1.118033989
48,2014/2015,Mauá da Serra,PR,909,Southern,10.75,DIMO+BOSC-2,1,1.25,4.1469595,1.25
48,2014/2015,Mauá da Serra,PR,909,Southern,10.75,FLUO-2,1,0.25,4.1469595,0.5590169944
48,2014/2015,Mauá da Serra,PR,909,Southern,10.75,FLUZ-2,1,2.75,4.1469595,3.468609231
48,2014/2015,Mauá da Serra,PR,909,Southern,10.75,PROCY-2,1,2.75,4.1469595,2.024159634
48,2014/2015,Mauá da Serra,PR,909,Southern,10.75,TIOF-4,1,5,4.1469595,3.186887196
49,2015/2016,Montividiu,GO,921,Northern,36.25,AACHECK-0,1,36.25,5.5427778,5.251983752
49,2015/2016,Montividiu,GO,921,Northern,36.25,CARB+PROCY-2,1,4,5.5427778,0.8164965809
49,2015/2016,Montividiu,GO,921,Northern,36.25,DIMO+BOSC-2,1,2,5.5427778,0.8164965809
49,2015/2016,Montividiu,GO,921,Northern,36.25,FLUO-2,1,1.75,5.5427778,0.5
49,2015/2016,Montividiu,GO,921,Northern,36.25,FLUZ-2,1,2.75,5.5427778,1.5
49,2015/2016,Montividiu,GO,921,Northern,36.25,PROCY-2,1,4.13,5.5427778,1.125991626
49,2015/2016,Montividiu,GO,921,Northern,36.25,TIOF-4,1,15.5,5.5427778,4.654746681
50,2015/2016,Montividiu,GO,921,Northern,50.92,AACHECK-0,1,50.92,86.4943193,21.37934283
50,2015/2016,Montividiu,GO,921,Northern,50.92,CARB+PROCY-2,1,12.83,86.4943193,5.023168821
50,2015/2016,Montividiu,GO,921,Northern,50.92,DIMO+BOSC-2,1,16.41,86.4943193,2.76884302
50,2015/2016,Montividiu,GO,921,Northern,50.92,FLUO-2,1,10.5,86.4943193,3.146250414
50,2015/2016,Montividiu,GO,921,Northern,50.92,FLUZ-2,1,10.42,86.4943193,5.674178355
50,2015/2016,Montividiu,GO,921,Northern,50.92,PROCY-2,1,8.54,86.4943193,5.228774781
50,2015/2016,Montividiu,GO,921,Northern,50.92,TIOF-4,1,27.5,86.4943193,6.874268446
51,2015/2016,Silvânia,GO,1050,Northern,30.98,AACHECK-0,1,30.98,2.7484889,1.556438242
51,2015/2016,Silvânia,GO,1050,Northern,30.98,CARB+PROCY-2,1,14.1,2.7484889,0.6
51,2015/2016,Silvânia,GO,1050,Northern,30.98,DIMO+BOSC-2,1,14.4,2.7484889,2.155612829
51,2015/2016,Silvânia,GO,1050,Northern,30.98,FLUO-2,1,13.75,2.7484889,1.443375673
51,2015/2016,Silvânia,GO,1050,Northern,30.98,FLUZ-2,1,12.53,2.7484889,2.28235989
51,2015/2016,Silvânia,GO,1050,Northern,30.98,PROCY-2,1,16.28,2.7484889,1.63685238
51,2015/2016,Silvânia,GO,1050,Northern,30.98,TIOF-4,1,16.58,2.7484889,1.192686044
52,2015/2016,Silvânia,GO,1050,Northern,27.23,AACHECK-0,1,27.23,1.9600889,1.894509611
52,2015/2016,Silvânia,GO,1050,Northern,27.23,CARB+PROCY-2,1,12.5,1.9600889,1.5
52,2015/2016,Silvânia,GO,1050,Northern,27.23,DIMO+BOSC-2,1,11.88,1.9600889,1.25
52,2015/2016,Silvânia,GO,1050,Northern,27.23,FLUO-2,1,12.2,1.9600889,0.6
52,2015/2016,Silvânia,GO,1050,Northern,27.23,FLUZ-2,1,10.95,1.9600889,1.855622088
52,2015/2016,Silvânia,GO,1050,Northern,27.23,PROCY-2,1,14.55,1.9600889,0.6210590034
52,2015/2016,Silvânia,GO,1050,Northern,27.23,TIOF-4,1,15.33,1.9600889,0.65
53,2015/2016,Uberlândia,MG,863,Northern,17.5,AACHECK-0,1,17.5,7.0644444,2.886751346
53,2015/2016,Uberlândia,MG,863,Northern,17.5,CARB+PROCY-2,1,0.5,7.0644444,1
53,2015/2016,Uberlândia,MG,863,Northern,17.5,DIMO+BOSC-2,1,2.75,7.0644444,2.217355783
53,2015/2016,Uberlândia,MG,863,Northern,17.5,FLUO-2,1,1.25,7.0644444,2.5
53,2015/2016,Uberlândia,MG,863,Northern,17.5,FLUZ-2,1,0.5,7.0644444,0.5
53,2015/2016,Uberlândia,MG,863,Northern,17.5,PROCY-2,1,2.5,7.0644444,3.77964473
53,2015/2016,Uberlândia,MG,863,Northern,17.5,TIOF-4,1,6.25,7.0644444,2.5
54,2015/2016,Barreiras,BA,454,Northern,29.29,AACHECK-0,1,29.29,15.2627475,4.640693379
54,2015/2016,Barreiras,BA,454,Northern,29.29,CARB+PROCY-2,1,2.28,15.2627475,1.947710944
54,2015/2016,Barreiras,BA,454,Northern,29.29,DIMO+BOSC-2,1,2.45,15.2627475,1.910088279
54,2015/2016,Barreiras,BA,454,Northern,29.29,FLUO-2,1,0.26,15.2627475,0.5208333333
54,2015/2016,Barreiras,BA,454,Northern,29.29,FLUZ-2,1,7.01,15.2627475,3.216410832
54,2015/2016,Barreiras,BA,454,Northern,29.29,PROCY-2,1,7.32,15.2627475,5.220967306
54,2015/2016,Barreiras,BA,454,Northern,29.29,TIOF-4,1,14.45,15.2627475,9.427280774
55,2015/2016,Júlio de  Castilhos,RS,513,Southern,28.75,AACHECK-0,1,28.75,39.2777778,8.539125638
55,2015/2016,Júlio de  Castilhos,RS,513,Southern,28.75,CARB+PROCY-2,1,15,39.2777778,5.400617249
55,2015/2016,Júlio de  Castilhos,RS,513,Southern,28.75,DIMO+BOSC-2,1,11.25,39.2777778,6.614378278
55,2015/2016,Júlio de  Castilhos,RS,513,Southern,28.75,FLUO-2,1,5.63,39.2777778,3.145764348
55,2015/2016,Júlio de  Castilhos,RS,513,Southern,28.75,FLUZ-2,1,15.63,39.2777778,8.260094834
55,2015/2016,Júlio de  Castilhos,RS,513,Southern,28.75,PROCY-2,1,16.25,39.2777778,5.824823725
55,2015/2016,Júlio de  Castilhos,RS,513,Southern,28.75,TIOF-4,1,23.13,39.2777778,11.06326504
56,2015/2016,Júlio de  Castilhos,RS,513,Southern,41.25,AACHECK-0,1,41.25,65.7256944,18.98464292
56,2015/2016,Júlio de  Castilhos,RS,513,Southern,41.25,CARB+PROCY-2,1,6.88,65.7256944,7.180703308
56,2015/2016,Júlio de  Castilhos,RS,513,Southern,41.25,DIMO+BOSC-2,1,6.25,65.7256944,4.787135539
56,2015/2016,Júlio de  Castilhos,RS,513,Southern,41.25,FLUO-2,1,5.63,65.7256944,4.732423622
56,2015/2016,Júlio de  Castilhos,RS,513,Southern,41.25,FLUZ-2,1,7.5,65.7256944,5.773502692
56,2015/2016,Júlio de  Castilhos,RS,513,Southern,41.25,PROCY-2,1,10.31,65.7256944,8.066409628
56,2015/2016,Júlio de  Castilhos,RS,513,Southern,41.25,TIOF-4,1,13.13,65.7256944,8.260094834
57,2015/2016,Mauá da Serra,PR,909,Southern,23.44,AACHECK-0,1,23.44,14.9190278,3.125
57,2015/2016,Mauá da Serra,PR,909,Southern,23.44,CARB+PROCY-2,1,8.75,14.9190278,2.700308624
57,2015/2016,Mauá da Serra,PR,909,Southern,23.44,DIMO+BOSC-2,1,3.13,14.9190278,1.25
57,2015/2016,Mauá da Serra,PR,909,Southern,23.44,FLUO-2,1,3.44,14.9190278,1.572882174
57,2015/2016,Mauá da Serra,PR,909,Southern,23.44,FLUZ-2,1,9.69,14.9190278,2.771694728
57,2015/2016,Mauá da Serra,PR,909,Southern,23.44,PROCY-2,1,10.94,14.9190278,4.368617794
57,2015/2016,Mauá da Serra,PR,909,Southern,23.44,TIOF-4,1,17.81,14.9190278,7.098635432
58,2015/2016,Faxinal,PR,820,Southern,13.13,AACHECK-0,1,13.13,6.9965278,3.75
58,2015/2016,Faxinal,PR,820,Southern,13.13,CARB+PROCY-2,1,1.56,6.9965278,3.125
58,2015/2016,Faxinal,PR,820,Southern,13.13,DIMO+BOSC-2,1,1.56,6.9965278,1.875
58,2015/2016,Faxinal,PR,820,Southern,13.13,FLUO-2,1,0.5,6.9965278,0.5
58,2015/2016,Faxinal,PR,820,Southern,13.13,FLUZ-2,1,2.5,6.9965278,1.767766953
58,2015/2016,Faxinal,PR,820,Southern,13.13,PROCY-2,1,3.75,6.9965278,2.314550249
58,2015/2016,Faxinal,PR,820,Southern,13.13,TIOF-4,1,4.38,6.9965278,4.621056878
59,2016/2017,Ponta Grossa,PR,1021,Southern,3.75,AACHECK-0,1,3.75,1.1633929,2.061552813
59,2016/2017,Ponta Grossa,PR,1021,Southern,3.75,CARB+PROCY-2,1,0.25,1.1633929,0.5
59,2016/2017,Ponta Grossa,PR,1021,Southern,3.75,DIMO+BOSC-2,1,0.25,1.1633929,0.5
59,2016/2017,Ponta Grossa,PR,1021,Southern,3.75,FLUO-2,1,0.25,1.1633929,0.5
59,2016/2017,Ponta Grossa,PR,1021,Southern,3.75,FLUZ-2,1,1.75,1.1633929,1.707825128
59,2016/2017,Ponta Grossa,PR,1021,Southern,3.75,PROCY-2,1,1,1.1633929,1.195228609
59,2016/2017,Ponta Grossa,PR,1021,Southern,3.75,TIOF-4,1,2.5,1.1633929,1.290994449
60,2016/2017,Pitanga,PR,952,Southern,46.5,AACHECK-0,1,46.5,4.7464286,3.109126351
60,2016/2017,Pitanga,PR,952,Southern,46.5,CARB+PROCY-2,1,3,4.7464286,0.8164965809
60,2016/2017,Pitanga,PR,952,Southern,46.5,DIMO+BOSC-2,1,11.75,4.7464286,2.217355783
60,2016/2017,Pitanga,PR,952,Southern,46.5,FLUO-2,1,7.25,4.7464286,1.892969449
60,2016/2017,Pitanga,PR,952,Southern,46.5,FLUZ-2,1,17.25,4.7464286,1.707825128
60,2016/2017,Pitanga,PR,952,Southern,46.5,PROCY-2,1,14.13,4.7464286,1.807721534
60,2016/2017,Pitanga,PR,952,Southern,46.5,TIOF-4,1,22.75,4.7464286,3.403429643
61,2016/2017,Silvânia,GO,1050,Northern,53.44,AACHECK-0,1,53.44,5.2678571,2.13478141
61,2016/2017,Silvânia,GO,1050,Northern,53.44,CARB+PROCY-2,1,22.5,5.2678571,1.020620726
61,2016/2017,Silvânia,GO,1050,Northern,53.44,DIMO+BOSC-2,1,17.81,5.2678571,1.196783885
61,2016/2017,Silvânia,GO,1050,Northern,53.44,FLUO-2,1,21.88,5.2678571,2.602082499
61,2016/2017,Silvânia,GO,1050,Northern,53.44,FLUZ-2,1,20.94,5.2678571,2.771694728
61,2016/2017,Silvânia,GO,1050,Northern,53.44,PROCY-2,1,22.66,5.2678571,3.563048203
61,2016/2017,Silvânia,GO,1050,Northern,53.44,TIOF-4,1,23.13,5.2678571,0.7216878365
62,2016/2017,Uberlândia,MG,863,Northern,23.75,AACHECK-0,1,23.75,21.6973214,6.946221995
62,2016/2017,Uberlândia,MG,863,Northern,23.75,CARB+PROCY-2,1,1.5,21.6973214,1.732050808
62,2016/2017,Uberlândia,MG,863,Northern,23.75,DIMO+BOSC-2,1,2.25,21.6973214,2.061552813
62,2016/2017,Uberlândia,MG,863,Northern,23.75,FLUO-2,1,2.5,21.6973214,1.732050808
62,2016/2017,Uberlândia,MG,863,Northern,23.75,FLUZ-2,1,5.5,21.6973214,7.187952884
62,2016/2017,Uberlândia,MG,863,Northern,23.75,PROCY-2,1,4.88,21.6973214,6.490377493
62,2016/2017,Uberlândia,MG,863,Northern,23.75,TIOF-4,1,9,21.6973214,5.597618541
63,2016/2017,Montividiu,GO,921,Northern,82,AACHECK-0,1,82,75.7022924,7.08284312
63,2016/2017,Montividiu,GO,921,Northern,82,CARB+PROCY-2,1,23.88,75.7022924,4.922313142
63,2016/2017,Montividiu,GO,921,Northern,82,DIMO+BOSC-2,1,20,75.7022924,4.564354646
63,2016/2017,Montividiu,GO,921,Northern,82,FLUO-2,1,23.75,75.7022924,4.330127019
63,2016/2017,Montividiu,GO,921,Northern,82,FLUZ-2,1,23.75,75.7022924,5.204164999
63,2016/2017,Montividiu,GO,921,Northern,82,PROCY-2,1,26.63,75.7022924,9.545941546
63,2016/2017,Montividiu,GO,921,Northern,82,TIOF-4,1,49.39,75.7022924,13.88046439
64,2016/2017,Chapadão do Sul,MS,813,Northern,54.08,AACHECK-0,1,54.08,85.2706518,12.37965401
64,2016/2017,Chapadão do Sul,MS,813,Northern,54.08,CARB+PROCY-2,1,11.88,85.2706518,5.907269533
64,2016/2017,Chapadão do Sul,MS,813,Northern,54.08,DIMO+BOSC-2,1,3.75,85.2706518,4.787135539
64,2016/2017,Chapadão do Sul,MS,813,Northern,54.08,FLUO-2,1,16.25,85.2706518,8.539125638
64,2016/2017,Chapadão do Sul,MS,813,Northern,54.08,FLUZ-2,1,17.5,85.2706518,7.90569415
64,2016/2017,Chapadão do Sul,MS,813,Northern,54.08,PROCY-2,1,9.69,85.2706518,20
64,2016/2017,Chapadão do Sul,MS,813,Northern,54.08,TIOF-4,1,41.25,85.2706518,11.08677891
65,2016/2017,Palmeira,PR,865,Southern,14.69,AACHECK-0,1,14.69,4.5744978,3.869619921
65,2016/2017,Palmeira,PR,865,Southern,14.69,CARB+PROCY-2,1,4.69,4.5744978,1.875
65,2016/2017,Palmeira,PR,865,Southern,14.69,DIMO+BOSC-2,1,3.13,4.5744978,2.165063509
65,2016/2017,Palmeira,PR,865,Southern,14.69,FLUO-2,1,2.81,4.5744978,1.196783885
65,2016/2017,Palmeira,PR,865,Southern,14.69,FLUZ-2,1,3.44,4.5744978,1.196783885
65,2016/2017,Palmeira,PR,865,Southern,14.69,PROCY-2,1,4.69,4.5744978,2.086307401
65,2016/2017,Palmeira,PR,865,Southern,14.69,TIOF-4,1,6.88,4.5744978,1.613743061
66,2016/2017,Mauá da Serra,PR,909,Southern,11.88,AACHECK-0,1,11.88,3.3602294,0.7216878365
66,2016/2017,Mauá da Serra,PR,909,Southern,11.88,CARB+PROCY-2,1,2.81,3.3602294,2.13478141
66,2016/2017,Mauá da Serra,PR,909,Southern,11.88,DIMO+BOSC-2,1,0.63,3.3602294,1.25
66,2016/2017,Mauá da Serra,PR,909,Southern,11.88,FLUO-2,1,2.81,3.3602294,2.13478141
66,2016/2017,Mauá da Serra,PR,909,Southern,11.88,FLUZ-2,1,2.82,3.3602294,1.175650501
66,2016/2017,Mauá da Serra,PR,909,Southern,11.88,PROCY-2,1,1.88,3.3602294,1.494035762
66,2016/2017,Mauá da Serra,PR,909,Southern,11.88,TIOF-4,1,5.31,3.3602294,2.953634766
67,2017/2018,Mauá da Serra,PR,909,Southern,20.31,AACHECK-0,3,20.31,NA,2.13
67,2017/2018,Mauá da Serra,PR,909,Southern,20.31,DIMO+BOSC-2,3,0.93,NA,1.87
67,2017/2018,Mauá da Serra,PR,909,Southern,20.31,FLUO-2,3,1.25,NA,1.76
67,2017/2018,Mauá da Serra,PR,909,Southern,20.31,FLUZ-2,3,1.87,NA,1.61
67,2017/2018,Mauá da Serra,PR,909,Southern,20.31,PROCY-2,3,2.81,NA,1.19
67,2017/2018,Mauá da Serra,PR,909,Southern,20.31,TIOF-4,3,8.43,NA,5.43
68,2017/2018,Chapadão do Sul,MS,813,Northern,28.75,AACHECK-0,3,28.75,NA,11.81
68,2017/2018,Chapadão do Sul,MS,813,Northern,28.75,DIMO+BOSC-2,3,1.87,NA,1.25
68,2017/2018,Chapadão do Sul,MS,813,Northern,28.75,FLUO-2,3,4.37,NA,3.75
68,2017/2018,Chapadão do Sul,MS,813,Northern,28.75,FLUZ-2,3,3.12,NA,1.25
68,2017/2018,Chapadão do Sul,MS,813,Northern,28.75,PROCY-2,3,3.75,NA,3.22
68,2017/2018,Chapadão do Sul,MS,813,Northern,28.75,TIOF-4,3,10.62,NA,1.25
69,2017/2018,Rio Verde,GO,921,Northern,22.81,AACHECK-0,3,22.81,NA,4.71
69,2017/2018,Rio Verde,GO,921,Northern,22.81,DIMO+BOSC-2,3,0.93,NA,1.19
69,2017/2018,Rio Verde,GO,921,Northern,22.81,FLUO-2,3,0.93,NA,1.19
69,2017/2018,Rio Verde,GO,921,Northern,22.81,FLUZ-2,3,3.43,NA,2.57
69,2017/2018,Rio Verde,GO,921,Northern,22.81,PROCY-2,3,3.75,NA,1.44
69,2017/2018,Rio Verde,GO,921,Northern,22.81,TIOF-4,3,18.75,NA,2.7
70,2017/2018,Montividiu,GO,921,Northern,90,AACHECK-0,3,90,NA,12.24
70,2017/2018,Montividiu,GO,921,Northern,90,DIMO+BOSC-2,3,21.66,NA,10.62
70,2017/2018,Montividiu,GO,921,Northern,90,FLUO-2,3,39.16,NA,11.9
70,2017/2018,Montividiu,GO,921,Northern,90,FLUZ-2,3,25.41,NA,5.5
70,2017/2018,Montividiu,GO,921,Northern,90,PROCY-2,3,25,NA,9.32
70,2017/2018,Montividiu,GO,921,Northern,90,TIOF-4,3,48.75,NA,20.01
71,2017/2018,Silvânia,GO,1050,Northern,77.18,AACHECK-0,3,77.18,NA,3.28
71,2017/2018,Silvânia,GO,1050,Northern,77.18,DIMO+BOSC-2,3,19.06,NA,2.77
71,2017/2018,Silvânia,GO,1050,Northern,77.18,FLUO-2,3,25.62,NA,5.99
71,2017/2018,Silvânia,GO,1050,Northern,77.18,FLUZ-2,3,23.12,NA,3.3
71,2017/2018,Silvânia,GO,1050,Northern,77.18,PROCY-2,3,25,NA,3.06
71,2017/2018,Silvânia,GO,1050,Northern,77.18,TIOF-4,3,27.81,NA,1.19
72,2017/2018,Pitanga,PR,952,Southern,26,AACHECK-0,3,26,NA,5.41
72,2017/2018,Pitanga,PR,952,Southern,26,DIMO+BOSC-2,3,0.5,NA,1
72,2017/2018,Pitanga,PR,952,Southern,26,FLUO-2,3,1.5,NA,1
72,2017/2018,Pitanga,PR,952,Southern,26,FLUZ-2,3,1,NA,1.15
72,2017/2018,Pitanga,PR,952,Southern,26,PROCY-2,3,2.5,NA,3
72,2017/2018,Pitanga,PR,952,Southern,26,TIOF-4,3,10,NA,3.26
73,2017/2018,São Desiderio,BA,844,Northern,70.62,AACHECK-0,3,70.62,NA,6.88
73,2017/2018,São Desiderio,BA,844,Northern,70.62,DIMO+BOSC-2,3,9.68,NA,4.13
73,2017/2018,São Desiderio,BA,844,Northern,70.62,FLUO-2,3,16.56,NA,10.27
73,2017/2018,São Desiderio,BA,844,Northern,70.62,FLUZ-2,3,25.31,NA,12.26
73,2017/2018,São Desiderio,BA,844,Northern,70.62,PROCY-2,3,25,NA,10.5
73,2017/2018,São Desiderio,BA,844,Northern,70.62,TIOF-4,3,31.56,NA,4.25
74,2017/2018,São Miguel do Passa Quatro,GO,1027,Northern,66.56,AACHECK-0,3,66.56,NA,4
74,2017/2018,São Miguel do Passa Quatro,GO,1027,Northern,66.56,DIMO+BOSC-2,3,15.62,NA,3.14
74,2017/2018,São Miguel do Passa Quatro,GO,1027,Northern,66.56,FLUO-2,3,20.31,NA,3.59
74,2017/2018,São Miguel do Passa Quatro,GO,1027,Northern,66.56,FLUZ-2,3,18.12,NA,1.25
74,2017/2018,São Miguel do Passa Quatro,GO,1027,Northern,66.56,PROCY-2,3,18.75,NA,3.06
74,2017/2018,São Miguel do Passa Quatro,GO,1027,Northern,66.56,TIOF-4,3,20.31,NA,1.19
